acctno,mail_1,mail_2,mail_3,mail_4,mail_5,mail_6,mail_7,mail_8,mail_9,mail_10,mail_11,mail_12,mail_13,mail_14,mail_15,mail_16
DLQGHWPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DLQHQPLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLQDDAQG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLWQSHLQ,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
DLWASYYW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
DLWLWWDH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DLWHPGLA,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
DLWHGGAP,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
DLWYWHWL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DLAWPHWP,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
DLAPHHHW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLALYYSG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DLAYWLHA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DLAYGGGA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
DLADDPGH,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
DLSQWDPW,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DLPQAWPL,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
DLPQAWYG,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
DLPLSQDY,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
DLPHGGGD,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
DLPHGHLQ,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
DLPYPPYW,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
DLLSHYHP,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DLLSYSAY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DLLPLHSH,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
DLLPYWQS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLLHSGWP,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
DLLDGAPS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DLGQPWSY,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
DLGQLAPA,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
DLGWLYDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DLGAPPSS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLGADWQW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLGLWPLW,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1
DLGHQQQG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLGDYGQW,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DLHSWSDP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLHPQPHY,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
DLHPWHLH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DLHGDPSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLHDDQSH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DLYQSLQY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLYASHWA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DLYSDSHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DLYPDLQW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLYHWQAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DLYHGDWY,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
DLDSLHLL,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
DLDYDDPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGQASPHY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGQGAQYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DGQHWALS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGQDGPHP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DGWAQQAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGWAYHLG,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
DGWLGGQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGWYDDDY,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
DGWDWAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGWDHWGL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGAQALQA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
DGAWYSSP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGAAQYQW,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DGAAWWWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DGASQQLH,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
DGASHYDG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGAPPAYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGSSWHDY,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
DGSHQAPA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DGSHQLWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGSHYQPH,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
DGSDYPDQ,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
DGPSSLWW,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
DGPSPHWH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGPLSGQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGLQYLWQ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DGLQYHAG,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
DGLAPLQD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGLAGHAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DGLDPPYG,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DGGQPGSA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
DGGQHYQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGGAAHPW,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
DGGYGYAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
DGHQLDYS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DGHQYGPD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DGHAHGSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGHAHHYD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DGHAHYSD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DGHLGWSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DGHLGDQS,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0
DGHGGPQH,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
DGHHLDHY,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
DGYWQYLY,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
DGYSWAYP,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1
DGYGPLQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DGYGDQWW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DGYYQGGW,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DGDPWDGY,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
DGDHHWDP,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
DHQLSLDD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DHWAWPYH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHWSHHYQ,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
DHWPWHAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHWHLDQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHWHGHQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHWDQAQW,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
DHAWLPHD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHAASLPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHASASAG,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1
DHASSDPP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHASLHGG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
DHALHWLY,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
DHAYGLQP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHSPYWQG,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
DHSLGSYQ,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
DHSYHAYG,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
DHPQLPQW,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
DHPHQGAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHLWAWLG,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
DHLLALWH,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DHLGWPQW,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
DHLGHGHW,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHLYDQDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHLYDHHP,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
DHLDSWLG,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHGQYQYH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DHGQDPSA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHGPYYWQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
DHGHGGSD,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
DHGYDSPS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DHHQYGDH,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
DHHASQLQ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
DHHSQDPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DHHPGDGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHHLDHGL,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
DHHGAAHA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DHHGSQHA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHHGPQHQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DHHYQHHD,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DHHYLPGS,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
DHYQWQHQ,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0
DHYLPAGD,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
DHYHQGGW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DHYHLWLH,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
DHYDDAGP,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0
DHDQPQAS,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
DHDQGLWL,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
DHDAAHLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DHDPDASP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHDLAYWG,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
DHDHDSDH,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
DYQQGHPL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DYQWAASQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYQAGWGP,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
DYQSWDYA,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
DYQPLPYH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYQGYQWY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DYWWWHHG,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
DYWGASHS,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
DYWGHPYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYAWWHAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYASSSDY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYADSYYD,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
DYSQYGHD,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1
DYSALGHS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
DYSALDPH,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
DYSSPWYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYSSPYWG,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
DYSLGSDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYSHLHDS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DYSYHDHQ,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
DYPWYHDW,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DYPSHLYL,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DYPLGADG,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1
DYPDLAAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYLAYLYW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DYLPAGGL,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DYLGLPYP,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
DYLYDWWA,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
DYGADYLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYGSQYQD,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
DYGPDYLY,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
DYGGGALY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYGYGDDW,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DYGDADPQ,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0
DYGDGPQP,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1
DYGDDADW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
DYHWYLHQ,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
DYHPQPWY,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
DYHPAALH,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1
DYHGPYGS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
DYHYLLAQ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DYHDGQDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYHDGSLA,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
DYYSHLAD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYYSDQAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYYLSAYG,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1
DYYHYWWD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DYYYDPPH,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1
DYDSGPPG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DYDGGSHH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DYDHPAGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DYDYHSDD,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
DDQQHPAD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DDQWHHDQ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
DDQPQDGG,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
DDQGHQDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDQHAAWH,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
DDQHAHYH,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
DDQHDQPY,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
DDWQADGP,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
DDWSWGQD,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDWSAPLY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDWPSWHP,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
DDWPGGSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDWGQHWL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DDWGQYGS,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0
DDWYQHWS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDWYLQSL,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DDWDYDYY,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1
DDAWWWHD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDAAWPSP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDAADQDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDALQAWD,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
DDAYPPGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDAYDSSA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDSSLSYA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDSLHHGG,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DDSLYLDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDSYSPPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDSDLGYS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDPAQSGG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDPYLSSG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DDPDQWHD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DDLWSSPS,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
DDLAGGGH,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
DDLGGGDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDGPPWHW,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
DDGHAHDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDGDSYHW,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
DDHWPSAW,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1
DDHSQPGH,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0
DDHPDLWH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDHHAHHP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DDHHGLGD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDHHGLGD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDHHYGAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DDHDPQAG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DDYAPQGA,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0
DDYAYSYG,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
DDYPQHAQ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DDYGDYWQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDYHYSAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DDYYLGPA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DDYDPLDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDDAGPYH,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
DDDDWGSQ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WQQWGPYSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQQADDDWG,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
WQQLQAALW,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
WQQHQGAGG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQQHAYAHY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQQDLQDQG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQQDLHYSG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQQDLDAAQ,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1
WQWQSHWLY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWQPHPPH,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
WQWAWAAGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAWSAPH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WQWAWSPPL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WQWAWSHWY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQWAWPPGY,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
WQWAWPGPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWAWLQLW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WQWAWLHAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAWGYYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWAWHLLA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQWAWHDDQ,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWAWDDGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWAAQQPP,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
WQWAAQSWH,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
WQWAAQGPY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWAAQDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAAAASQ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
WQWAAAAHW,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0
WQWAAPWHY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWAALWWY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAAGAQH,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
WQWAAGPGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWAAGGYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAAGHWQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAAGHGD,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
WQWAAHAAW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WQWAAYQLP,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
WQWAAYWPG,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
WQWAAYAQS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWAAYASH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQWAAYADP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWAAYSPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAAYGPW,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
WQWAAYYSW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWAADQQS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WQWAADWHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWAADAQW,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
WQWAADAWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWAADAGY,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
WQWAADPPW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWAADGQH,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
WQWAADGAS,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
WQWAADHQG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWAADHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWASQQSL,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
WQWASQQPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWASQWQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWASQSHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWASQSYW,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
WQWASQPAS,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WQWASQPHA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WQWASQLAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWASQLSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWASQLLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWASQGSD,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
WQWASQGPH,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
WQWASQGYY,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
WQWASQHAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWASQHSY,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
WQWASQHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWASQYSH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWASQYPL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WQWASQYLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WQWASQYHY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WQWASQYYG,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
WQWASWWWG,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
WQWASWWPQ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WQWASWWYW,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
WQWASWPWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WQWASWPHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQWASWLQP,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
