acctno,mail_1,mail_2,mail_3,mail_4,mail_5,mail_6,mail_7,mail_8,mail_9,mail_10,mail_11,mail_12,mail_13,mail_14,mail_15,mail_16
LGHQGADDH,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGHWYGLSW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LGHAWQLDG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LGHSWLLYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGHSWLHGH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LGHSWLHDW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGHSWLDWG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGHSWGQGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGHSAWLYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGHPSAQAG,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
LGHLADGQH,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
LGHLSLSHA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
LGHLPDAHP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGHLPDAHP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGHLLGQLL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGHLGSQPP,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
LGHGHYLDP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGHHPHSPQ,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
LGHHGAAPQ,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
LGHHDDPAP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LGHYQHGWL,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1
LGHYAYWQY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGHYYYAGY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGHDAGWDW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
LGHDAGAGG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGHDAGAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGHDGHSSG,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
LGYQGSWPS,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
LGYQHWWSY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LGYQHWPAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGYWPPGGW,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0
LGYWLGYHW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGYSSYSLP,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
LGYSPHLAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGYPQWQPG,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
LGYPQHYYG,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
LGYPWALWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGYPAQDPH,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LGYPHWYHP,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
LGYPHDWQD,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
LGYPDYWQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGYLPWDPQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGYLPAHWG,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LGYLPHQLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGYLDAGSY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGYGAWYAL,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
LGYGPQLAY,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGYGDLSWG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGYYALDGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGYYAGQQA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGYYAGWWD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGYYAGALD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LGYYAHSGP,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LGYYSQQLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGYYSQSYP,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LGYDPPSGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGYDPPPLY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LGDWSALSS,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
LGDWPAYDG,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDWGLAQA,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
LGDAQQHYL,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
LGDAWWQWP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LGDAWLGWD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDAWGHWG,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
LGDAWDYWD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LGDASWPGH,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDAPSGPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGDAGDSSL,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
LGDAHAADH,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
LGDSQGPLD,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
LGDSWGWDS,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1
LGDSAWAGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LGDSAHWDQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDSGPQHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGDSGPQDP,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1
LGDSHQGYH,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
LGDSYWQQH,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0
LGDSDWGWY,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
LGDPWSGPP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDPPQAAL,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
LGDPGPSAP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LGDPYQGSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LGDPYSGPH,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
LGDLQGPSD,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
LGDLSAGHP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LGDLYQGLH,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LGDGQPGDH,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LGDGYAAQG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LGDHAQGWY,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
LGDHPADYP,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1
LGDHYHPGY,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
LHQQQAYLH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHQQQDYHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQQWQAGP,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
LHQQWDSHA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHQWWPSHW,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHQWWYGYH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQWWYHLA,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
LHQWWYYQA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHQAAALSD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHQAGQPPY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LHQSDYLWW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQPDYSLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHQLQLHYP,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1
LHQLLWPWG,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
LHQLLPDDY,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
LHQLDLGSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQLDLHPP,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
LHQGSHYGY,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
LHQGLGAHA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHQHQWYQL,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
LHQHWYDGL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
LHQHSAPWA,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
LHQHPGYSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQHGWYPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHQYSQGHD,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
LHQDSSPAP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQDSSPDD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHQDSSLLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHQDSSLDY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHQDSSGLL,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
LHQDSSHWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHQDSSHLP,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
LHWQSPLDP,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
LHWQHQQQA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHWQHWQPA,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
LHWQYPPGG,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
LHWWWDHPA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LHWWAQLWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHWWPQDQP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHWAYSLQG,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
LHWSWGGPL,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
LHWSAWGQS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHWSHSAAP,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
LHWSHDHWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHWPGAQGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHWLQDQSS,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0
LHWLLGQDW,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LHWGPQWLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHWGPAYDW,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
LHWGGPQQA,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
LHWHSLHYG,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
LHWHPPSHP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHWHYGYYY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHWYAHHYW,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
LHWDPWSWD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
LHWDPWSAH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHWDPWSPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHWDPWSHG,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
LHWDPWSDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHWDPWPWY,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LHWDPWPAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHWDPWPPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHWDPWGHS,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
LHWDPWGYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHWDPWGDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHAQSPWHW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LHAQSPYAL,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
LHAQLPSWQ,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
LHAWDLWGA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHAAWASDH,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
LHAAWPQWS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHASSPHHD,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
LHAPQALAH,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
LHAPWQDHL,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
LHAPAWLSL,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
LHAPPQWDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHAPPQAQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHAPYLHDL,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
LHAPYDDPG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LHAPDGHAH,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
LHALGAAHQ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHALGAAHQ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHALHSYLL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHAGGHPHL,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1
LHAGDSSSW,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1
LHAHLHGGP,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
LHAYQGDGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHAYDQHGA,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
LHADWSGPY,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
LHADGAWYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHSQLDQLA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHSQGSPPS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHSWQQPQW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LHSWLQAPQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHSWGSQSH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LHSAWLGAW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHSSQLLSD,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
LHSPPGDDP,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1
LHSPPHQSP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHSPPHQLD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHSPPHWWH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LHSPPHWDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHSPPHAHS,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
LHSPPHSPD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHSPPHSYQ,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
LHSPPHPAA,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
LHSPPHLWS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LHSPPHLAW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LHSPPHLGA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
LHSLLPQGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHSLLPHHW,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
LHSGAAQLH,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
LHSGSYYLL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LHSGDAYHY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
LHSYGQASG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHSDQSYAQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHSDSWYDG,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
LHSDLPHYW,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
LHSDYLPPH,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
LHPWWWHAQ,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
LHPWWPPLQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHPAQLYWW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LHPAQGALG,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
LHPAQGAYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHPAQGSLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHPAQGPYY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHPAQGPDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHPAQGLAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHPAQGLHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHPAQGGSH,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
LHPAQGDYS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHPADSHGH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHPSQPWGY,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LHPSDQGPH,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
LHPPAWWLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHPLALGWP,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
LHPGHLHWG,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1
LHPHPHHYY,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LHPHLWLSS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LHPYDYALQ,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
LHPYDYSAG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LHPYDYSSP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHPYDYSGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHPYDYPLY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHPYDYPHP,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
LHPYDYGQH,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
LHPYDYGSW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHPYDYGLG,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
LHPDQWWQP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHPDQWAGQ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
LHPDHLYYP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LHLQWAPGS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHLQSGDLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHLQLLWWG,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
LHLWAPGAS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHLWPWQAS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
LHLAPGDPH,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
LHLAPDLGQ,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LHLSADWQH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LHLSSWHHA,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
LHLPQHWQW,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
LHLPSWYYH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHLPGPAQW,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
LHLPYSADA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LHLLWQGDY,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LHLLSHPGD,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
LHLLLQQAL,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
LHLLLGPAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHLGAYSYS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
LHLGAYYWS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHLGAYYSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHLGAYYYY,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
LHLGAYDWA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
LHLGADQWD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHLGADWAG,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LHLGADWGH,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
LHLGADAAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHLGADASS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHLGSQYQW,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
LHLHDHWAW,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LHLYLDDGA,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1
LHLYDDLHQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LHLDQAQSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHLDWHAWG,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
LHLDSDDAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHLDPYQSD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHGQPAYQY,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LHGQPDAHP,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
LHGQLLQDD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHGQGPDDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHGQHSADQ,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
LHGQHSYGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHGQYLAWW,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LHGWHSSGS,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHGWDQLDD,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
LHGAQQYSG,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
LHGAYWGAQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LHGAYWHQS,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
LHGAYWHSH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
LHGAYWHHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHGAYWYAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHGAYWYDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHGAYWDAH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHGAYWDDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHGSGSQAA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
LHGSGSQAA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
LHGLPWQSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHGGADDSL,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
LHGGHQLSS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LHGGHSQQY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LHGHPGDAD,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1
LHGHLQQAQ,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1
LHGHHGHWQ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
LHGHYWHAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHGYSDPLQ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LHGYPGDQW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LHGDWLQLA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
LHGDSLWWY,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
LHHQWPDPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHHQWLQPS,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
LHHQWLQHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHQWLQDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHQWLAQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHHQWLSGL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LHHQWHPDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHADWQSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LHHSASYDA,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
LHHSASYDA,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
LHHSSGHHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHSLAASQ,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
LHHSLPLQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHSYPGGA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LHHPWQALW,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LHHPWWSQD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LHHPWSPAQ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHHPPGADH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHHPHPGSY,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0
LHHPDYAWL,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
LHHLQLWSP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LHHLGGQDP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
