AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
3U8 	BIG SANDY                                         	BIG SANDY             	MT	  	 	06/02/1989	A	 
3U9 	BOULDER                                           	BOULDER               	MT	  	 	06/02/1989	A	 
3UT6	RIVERTON HOSPITAL                                 	RIVERTON              	UT	  	 	11/19/2012	A	 
3UT7	LOSEE VILLA                                       	HEBER CITY            	UT	  	 	11/19/2012	A	 
3V0 	CUSTER STATE PARK                                 	FAIRBURN              	SD	  	 	06/02/1989	A	 
3V2 	MESA VIEW RANCH                                   	CRAIG                 	CO	  	 	10/16/2002	I	 
3V3 	FLAGLER AERIAL SPRAYING INC                       	FLAGLER               	CO	  	 	08/31/1993	A	 
3V4 	FORT MORGAN MUNI                                  	FORT MORGAN           	CO	  	 	06/02/1989	A	 
3V5 	FORT COLLINS DOWNTOWN                             	FORT COLLINS          	CO	  	 	10/03/1994	A	 
3V6 	AVION CLUB AT CRESTED BUTTE                       	CRESTED BUTTE         	CO	  	 	11/24/2004	I	 
3V7 	BELLE CREEK                                       	BELLE CREEK           	MT	  	 	05/26/2010	I	 
3VA0	AYRES-AICP                                        	WARRENTON             	VA	  	 	06/02/1989	A	 
3VA1	THE MEADOWS                                       	WARRENTON             	VA	  	 	06/02/1989	A	 
3VA2	AVIACRES                                          	WARRENTON             	VA	  	 	06/02/1989	A	 
3VA3	FLYING CIRCUS AERODROME                           	WARRENTON             	VA	  	 	06/02/1989	A	 
3VA4	SHANDY HALL FARM                                  	WARSAW                	VA	  	 	06/02/1989	A	 
3VA5	GOOSE HUNT FARM                                   	LEESBURG              	VA	  	 	04/10/2008	A	 
3VA6	BEAVER LODGE ESTATE                               	SOMERVILLE            	VA	  	 	06/07/1991	A	 
3VA7	WHITE POST                                        	WHITE POST            	VA	  	 	06/02/1989	A	 
3VA8	GARNER                                            	WINDSOR               	VA	  	 	06/02/1989	A	 
3VA9	DANVILLE LIFE SAVING CREW                         	DANVILLE              	VA	  	 	05/11/1993	A	 
3VG2	MACHIPONGO INTL                                   	MACHIPONGO            	VA	  	 	03/15/2007	A	 
3VG3	SERENITY FARM                                     	BURGESS               	VA	  	 	10/31/2002	A	 
3VG4	KNIGHT'S  LANDING LLC                             	VIRGINIA BEACH        	VA	  	 	03/15/2007	A	 
3VG5	THOMAS NELSON COMMUNITY COLLEGE                   	HAMPTON               	VA	  	 	03/15/2007	A	 
3VG6	MUDDY TOES                                        	TANGIER               	VA	  	 	02/23/2012	I	 
3VG7	HARTWOOD                                          	SOMERVILLE            	VA	  	 	04/26/2011	I	 
3VG8	TUCKER                                            	CHESAPEAKE CITY       	VA	  	 	05/10/2007	A	 
3VG9	POTTS LANDING                                     	SOUTH BOSTON          	VA	  	 	05/26/2010	A	 
3VM 	HAROLD DAVIDSON FIELD                             	VERMILLION            	SD	  	 	02/07/2014	I	 
3VS 	ROY OTTEN MEMORIAL AIRFIELD                       	VERSAILLES            	MO	  	 	06/02/1989	A	 
3W1 	BURGESS FIELD                                     	RIVERSIDE             	MD	  	 	10/16/2002	I	 
3W2 	PUT IN BAY                                        	PUT IN BAY            	OH	  	 	07/10/2002	A	 
3W3 	KENTMORR AIRPARK                                  	STEVENSVILLE          	MD	  	 	06/02/1989	A	 
3W5 	MEARS FIELD                                       	CONCRETE              	WA	  	 	05/26/2010	A	 
3W6 	BLADENBORO                                        	BLADENBORO            	NC	  	 	06/02/1989	A	 
3W7 	GRAND COULEE DAM                                  	ELECTRIC CITY         	WA	  	 	07/24/2002	A	 
3W8 	EUREKA MUNI                                       	EUREKA                	SD	  	 	07/17/2002	A	 
3W9 	MIDDLE BASS-EAST POINT                            	MIDDLE BASS ISLAND    	OH	  	 	07/10/2002	A	 
3WA0	TAYLOR                                            	RAINIER               	WA	  	 	12/03/1990	A	 
3WA1	JOHNSON'S LANDING                                 	LEAVENWORTH           	WA	  	 	07/24/2002	A	 
3WA2	HANES                                             	HARRINGTON            	WA	  	 	10/31/2002	A	 
3WA3	ANGEL PARK                                        	KAHLOTUS              	WA	  	 	11/21/1992	A	 
3WA4	WATSON                                            	KAHLOTUS              	WA	  	 	06/02/1989	A	 
3WA5	BARNES LONESOME POLECAT RANCH                     	OAK HARBOR            	WA	  	 	07/24/2002	A	 
3WA6	BOEING KENT                                       	KENT                  	WA	  	 	06/02/1989	A	 
3WA7	KENT BENAROYA                                     	KENT                  	WA	  	 	06/02/1989	A	 
3WA8	EVERGREEN HOSPITAL                                	KIRKLAND              	WA	  	 	10/25/2007	A	 
3WA9	SEQUIM EMS                                        	SEQUIM                	WA	  	 	04/26/2011	A	 
3WE 	WEISS                                             	ST LOUIS              	MO	  	 	10/16/2002	I	 
3WI0	CARNOT FIELD                                      	ALGOMA                	WI	  	 	02/22/1995	A	 
3WI1	OLSON'S                                           	UNION GROVE           	WI	  	 	06/02/1989	A	 
3WI2	TESMER                                            	WATERLOO              	WI	  	 	06/02/1989	A	 
3WI3	PLOVER RIVER AIRFIELD                             	BEVENT                	WI	  	 	07/24/2002	A	 
3WI4	FLYING 'O'                                        	WAUSAU                	WI	  	 	06/02/1989	A	 
3WI5	CLOVER VALLEY                                     	WHITEWATER            	WI	  	 	06/02/1989	A	 
3WI6	MELIN FARMS                                       	CLINTON               	WI	  	 	07/24/2002	A	 
3WI7	BARK RIVER                                        	DOUSMAN               	WI	  	 	01/31/1990	A	 
3WI8	PLANTATION PINE                                   	REDGRANITE            	WI	  	 	01/31/1990	A	 
3WI9	ROSENBAUM FIELD                                   	CHIPPEWA FALLS        	WI	  	 	07/24/2002	A	 
3WK 	WYCKOFF AIRSTRIP                                  	VALPARAISO            	IN	  	 	10/16/2002	I	 
3WN2	OLD DAIRY                                         	WASHBURN              	WI	  	 	12/11/2002	A	 
3WN3	KENOSHA COUNTY                                    	KENOSHA               	WI	  	 	07/24/2002	A	 
3WN4	MARK'S PARK & AIRFIELD                            	NEW LONDON            	WI	  	 	01/23/2003	A	 
3WN6	KNUTSON FARMS                                     	CHETEK                	WI	  	 	08/06/2004	A	 
3WN7	WOODLAND AIRSTRIP                                 	MANITOWOC             	WI	  	 	03/19/2003	A	 
3WN8	BLUNT FIELD                                       	CHIPPEWA FALLS        	WI	  	 	09/30/2004	A	 
3WN9	BRION MEMORIAL                                    	STRUM                 	WI	  	 	09/30/2004	A	 
3WO 	SHAWANO MUNI                                      	SHAWANO               	WI	  	 	07/28/2014	I	 
3WV2	VA MEDICAL CENTER                                 	HUNTINGTON            	WV	  	 	11/24/2004	A	 
3WV7	UNITED MEDICAL CENTER                             	BRIDGEPORT            	WV	  	 	04/26/2011	A	 
3X0 	BRADSHAW FARM                                     	DELAND                	FL	  	 	10/16/2002	I	 
3X1 	ANTIQUERS AERODROME                               	DELRAY BEACH          	FL	  	 	06/02/1989	A	 
3X3 	HARDRIVES DELTA NR 3 HELISTOP                     	DELRAY BEACH          	FL	  	 	10/16/2002	I	 
3X5 	NORTH BASS ISLAND                                 	NORTH BASS ISLAND     	OH	  	 	07/10/2002	A	 
3X7 	INDIAN HAMMOCK                                    	FORT DRUM             	FL	  	 	10/16/2002	I	 
3X9 	ROAD ROCK INC                                     	FORT LAUDERDALE       	FL	  	 	10/16/2002	I	 
3XA0	DRENNAN                                           	GRANDVIEW             	TX	  	 	03/15/2007	A	 
3XA1	HARDY FIELD                                       	VALLEY VIEW           	TX	  	 	03/15/2007	A	 
3XA2	MATAGORDA RGNL MEDICAL CENTER                     	BAY CITY              	TX	  	 	05/26/2010	A	 
3XA4	PALMVIEW POLICE DEPT                              	PALMVIEW              	TX	  	 	07/05/2007	A	 
3XA5	CHRISTUS ST. JOHN HOSPITAL                        	NASSAU BAY            	TX	  	 	02/14/2008	A	 
3XA6	DELL CHILDREN'S MEDICAL CENTER                    	AUSTIN                	TX	  	 	02/14/2008	A	 
3XA7	EAGLE ROCK RANCH                                  	PONTOTOC              	TX	  	 	02/14/2008	A	 
3XA8	CHICKEN STRIP                                     	CRESSON               	TX	  	 	10/25/2007	A	 
3XA9	MFS SABINE PASS                                   	SABINE PASS           	TX	  	 	04/10/2008	A	 
3XS0	HARTLEE FIELD                                     	DENTON                	TX	  	 	07/17/2002	A	 
3XS1	KUBECKA AVIATION                                  	PALACIOS              	TX	  	 	06/02/1989	A	 
3XS2	CITIZENS MEDICAL CENTER                           	VICTORIA              	TX	  	 	06/02/1989	A	 
3XS3	VICTORIA BANK & TRUST MOTOR GARAGE                	VICTORIA              	TX	  	 	06/02/1989	A	 
3XS4	JENKINS                                           	VIDOR                 	TX	  	 	06/02/1989	A	 
3XS5	STAR SMITH FIELD                                  	VON ORMY              	TX	  	 	06/02/1989	A	 
3XS6	GOOD SHEPHERD MEDICAL CENTER                      	LONGVIEW              	TX	  	 	07/17/2002	A	 
3XS7	BELL TRAINING FACILITY                            	FORT WORTH            	TX	  	 	04/10/2008	A	 
3XS8	KEN ADA RANCH                                     	WALLER                	TX	  	 	06/02/1989	A	 
3XS9	COMANCHE COUNTY CONSOLIDATED HOSPITAL DIST        	COMANCHE              	TX	  	 	02/23/2012	A	 
3Y0 	WALL LAKE MUNI                                    	WALL LAKE             	IA	  	 	07/05/2007	I	 
3Y2 	GEORGE L SCOTT MUNI                               	WEST UNION            	IA	  	 	06/02/1989	A	 
3Y3 	WINTERSET MUNI                                    	WINTERSET             	IA	  	 	04/26/2011	A	 
3Y4 	WOODBINE MUNI                                     	WOODBINE              	IA	  	 	06/02/1989	A	 
3Y5 	COUFAL MEMORIAL                                   	HANOVER               	KS	  	 	10/16/2002	I	 
3Y7 	ISABEL MUNI                                       	ISABEL                	SD	  	 	07/17/2002	A	 
3Y9 	FRANKLIN'S                                        	BARBEAU               	MI	  	 	10/16/2002	I	 
3Z0 	FAREWELL LAKE                                     	FAREWELL LAKE         	AK	  	 	10/16/2002	I	 
3Z1 	FEATHER RIVER                                     	FEATHER RIVER         	AK	  	 	06/02/1989	A	 
3Z3 	FRANCENS                                          	FRANCENS              	AK	  	 	10/16/2002	I	 
3Z5 	BRENWICKS                                         	GLENNALLEN            	AK	  	 	10/25/2007	I	 
3Z8 	GOLDEN HORN LODGE                                 	GOLDEN HORN LODGE     	AK	  	 	06/02/1989	A	 
3Z9 	HAINES                                            	HAINES                	AK	  	 	06/02/1989	A	 
40A 	ATKA                                              	ATKA                  	AK	  	 	10/22/2002	I	 
40AK	STERLING AIR PARK                                 	STERLING              	AK	  	 	05/29/2002	A	 
40AR	LOST BRIDGE VILLAGE                               	GARFIELD              	AR	  	 	04/13/2006	A	 
40AZ	BOULAIS RANCH                                     	MARICOPA              	AZ	  	 	05/29/2002	A	 
40B 	ILCO LANDING AREA                                 	CLAYTON LAKE          	ME	  	 	11/17/2006	I	 
40C 	WATERVLIET MUNI                                   	WATERVLIET            	MI	  	 	06/02/1989	A	 
40CA	CITY OF INDUSTRY CIVIC FINANCIAL CENTER           	CITY OF INDUSTRY      	CA	  	 	06/02/1989	A	 
40CL	RANCH AIRSTRIP                                    	IONE                  	CA	  	 	06/10/2004	I	 
40CN	LOMA LINDA UNIV MED CTR-MURRIETA                  	MURRIETA              	CA	  	 	02/07/2014	A	 
40D 	THREE LAKES MUNI                                  	THREE LAKES           	WI	  	 	06/02/1989	A	 
40E 	LA CHOLLA AIRPARK                                 	TUCSON                	AZ	  	 	10/27/2005	I	 
40F 	FLYING TIGERS                                     	PARIS                 	TX	  	 	10/22/2002	I	 
40FA	SEQUIAM                                           	ORLANDO               	FL	  	 	03/12/2009	I	 
40FD	LITTLE'S                                          	LAKELAND              	FL	  	 	06/04/2002	A	 
40FL	ADANA AIRFIELD                                    	PUNTA GORDA           	FL	  	 	08/22/2013	A	 
40G 	VALLE                                             	GRAND CANYON          	AZ	  	 	05/11/1993	A	 
40GA	SMYRNA HOSPITAL                                   	SMYRNA                	GA	  	 	06/02/1989	A	 
40I 	RED STEWART AIRFIELD                              	WAYNESVILLE           	OH	  	 	07/10/2002	A	 
40II	KEENER FIELD                                      	BUTLER                	IN	  	 	03/19/2013	I	 
40IL	ANTIQUE AERODROME                                 	CORNELL               	IL	  	 	06/11/2002	A	 
40IN	CHERRY HILL                                       	FREETOWN              	IN	  	 	06/02/1989	A	 
40IS	CHILDREN'S MEMORIAL HOSPITAL                      	CHICAGO               	IL	  	 	11/19/2012	I	 
40J 	PERRY-FOLEY                                       	PERRY                 	FL	  	 	06/02/1989	A	 
40K 	MUDDY CREEK                                       	HAINES                	OR	  	 	10/22/2002	I	 
40KS	CHANAY                                            	WILLIAMSBURG          	KS	  	 	06/27/2002	A	 
40KY	ROOSTER FIELD                                     	SHELBYVILLE           	KY	  	 	11/19/2012	A	 
40L 	NAVAL HOSPITAL LONG BEACH                         	LONG BEACH            	CA	  	 	10/22/2002	I	 
40LA	WOODSLAND PLANTATION                              	MONROE                	LA	  	 	06/02/1989	A	 
40LL	KIRBY MEDICAL CENTER                              	MONTICELLO            	IL	  	 	08/22/2013	A	 
40M 	TURKEY MOUNTAIN ESTATES                           	SHELL KNOB            	MO	  	 	10/22/2002	I	 
40ME	TIB FIELD                                         	FRYEBURG              	ME	  	 	11/20/2008	A	 
40MN	TURNER FIELD                                      	BINGHAM LAKE          	MN	  	 	06/02/1989	A	 
